ID,Name,Item Names,Is Mrp,Ambiguous
3727,Apple Pie,Apple Pie,0,0
6302,Arabian Roll,Arabian Roll,0,0
6539,Arabic Kabooli Rice With Al Faham Chicken,Arabic Kabooli Rice | Al Faham Chicken,0,0
6284,Arabic Kabuli with Grilled Chicken,Arabic Kabuli | Grilled Chicken,0,0
6343,Arisi Paruppu Sadam,Arisi Paruppu Sadam,0,0
4354,Assorted Bajji,Assorted Bajji,0,0
7006,Assorted Sandwich Veg (Paneer),Assorted Veg Paneer Sandwich,0,0
7065,Atho Chicken,Atho Chicken,0,0
7064,Atho Egg,Atho Egg,0,0
7066,Atho Egg Chicken,Atho Egg Chicken,0,0
7104,Avacado Milkshake,Avocado Milkshake,0,0
5727,Avakaya Chicken Biryani,Avakaya Chicken Biryani,0,0
5732,Avakaya Mutton Biryani,Avakaya Mutton Biryani,0,0
7105,Avalaki Bhath,Avalaki Bhath,0,0
7436,Avalakki Bath,Avalakki Bath,0,0
5090,Awadhi Chicken Biryani,Awadhi Chicken Biryani,0,0
7106,Awadhi Veg Biryani,Awadhi Veg Biryani,0,0
9332,Azadi Non veg - Neverno,Azadi Non Veg,0,0
6544,BBQ Chicken Burger,BBQ Chicken Burger,0,0
3559,BBQ Chicken Salad,BBQ Chicken Salad,0,0
4850,BIY Indian Meal Bowl Non Veg,Indian Meal Bowl,0,0
4852,BIY International Meal Bowl Non Veg,Meal Bowl,0,0
8557,Baby Corn 65,Baby Corn,0,0
5911,Baby Corn 65 Biryani,Baby Corn 65 Biryani,0,0
6579,Baby Corn Fried Rice,Baby Corn Fried Rice,0,0
7107,Baby Corn Manchurian,Baby Corn Manchurian,0,0
7475,Baby Corn Mushroom Masala Dosa,Baby Corn Mushroom Masala Dosa,0,0
10237,Baby Corn Pakoda,Baby Corn Pakoda,0,0
10419,Baby Corn Paneer Biryani,Baby Corn Paneer Biryani,0,0
7108,Baby Corn Pepper Masala,Baby Corn Pepper Masala,0,0
5104,Baby Corn Salad,Baby Corn Salad,0,0
10238,Baby Corn Tikka,Baby Corn Tikka,0,0
6053,Baby corn chilli,Baby Corn Chilli,0,0
5008,Babycorn Mushroom Biryani,Babycorn Mushroom Biryani,0,0
5333,Babycorn Cheese Sandwich,Babycorn Cheese Sandwich,0,0
4735,Babycorn Dosa,Babycorn Dosa,0,0
6444,Babycorn Manchurian,Babycorn Manchurian,0,0
3238,Badam Milk,Badam Milk,0,0
10239,Badam Peda,Badam Peda,0,0
7552,Badam Pheni,Badam Pheni,0,0
3276,Badam Shake,Badam Shake,0,0
8874,Badam Tea,Badam Tea,0,0
8203,Baigan Bharta,Baigan Bharta,0,0
8204,Baigan Bharwa,Baigan Bharwa,0,0
3697,Baked Chicken Au Gratin,Baked Chicken Au Gratin,0,0
3682,Baked Chicken Eggplant Moussaka,Baked Chicken Eggplant Moussaka,0,0
10002,Baked cheeese cake,Baked Cheese Cake,0,0
3681,Baked eggplant moussaka,Baked Eggplant Moussaka,0,0
10401,Balushahi,Balushahi,0,0
3530,Banana,Banana,0,0
6915,Banana Bajji,Banana Bajji,0,0
6591,Banana Bajji - 3 Pcs,Banana Bajji,0,0
3408,Banana Cake Slice,Banana Cake Slice,0,0
3411,Banana Caramel Cake,Banana Caramel Cake,0,0
3412,Banana Cashew Cake,Banana Cashew Cake,0,0
3413,Banana Chocolate Cake,Banana Chocolate Cake,0,0
7110,Banana Chocolate Cake Shake,Banana Chocolate Cake Shake,0,0
4201,Banana Fry,Banana Fry,0,0
4393,Banana Lassi,Banana Lassi,0,0
3252,Banana Milkshake,Banana Milkshake,0,0
3414,Banana Pancakes with Maple syrup,Banana Pancakes,0,0
10241,Banana Rasayana,Banana Rasayana,0,0
8763,Banana bonda,Banana Bonda,0,0
7073,Banga Chicken,Banga Chicken,0,0
7072,Banga Egg,Banga Egg,0,0
7074,Banga Egg Chicken,Egg Chicken,0,0
5336,Barfi,Barfi,0,0
8755,Barracuda Fish Fry,Barracuda Fish Fry,0,0
6036,Basbousa,Basbousa,0,0
7120,Basil Pesto Pasta,Basil Pesto Pasta,0,0
10405,Basundi,Basundi,0,0
7111,Bbq Chicken,Bbq Chicken,0,0
5859,Bbq Fries,Bbq Fries,0,0
7112,Bbq Paneer,Bbq Paneer,0,0
6790,Bbq Pizza Small Size,Bbq Pizza,0,0
7519,Beef Biryani,Beef Biryani,0,0
6291,Beef Curry,Beef Curry,0,0
7621,Beef Fry,Beef Fry,0,0
7628,Beef Roll,Beef Roll,0,0
7113,Beetroot Aloo Paratha,Beetroot Aloo Paratha,0,0
7114,Beetroot Dosa,Beetroot Dosa,0,0
10249,Beetroot Grape Juice,Beetroot | Grape Juice,0,0
10243,Beetroot Lassi,Beetroot Lassi,0,0
7076,Bejo Soup,Bejo Soup,0,0
4874,Belgian Doughnut,Belgian Doughnut,0,0
9357,Belgium Chocolate Truffle,Belgium Chocolate Truffle,0,0
3729,Belgium Pastry,Belgium Pastry,0,0
7763,Bell Pepper Pizza,Bell Pepper Pizza,0,0
10217,Berliner (Eggless),Berliner,0,0
3391,Besan Barfi,Besan Barfi,0,0
9038,Besan Chilla (2pcs),Besan Chilla,0,0
3361,Besan Laddu,Besan Laddu,0,0
3193,Bhagara Rice,Bhagara Rice,0,0
5337,Bhajji Pav,Bhaji Pav,0,0
6981,Bhalla Papri Chat,Bhalla Papri Chat,0,0
3573,Bhel,Bhel,0,0
3574,Bhel Puri,Bhel Puri,0,0
8206,Bhindi,Bhindi,0,0
10244,Bircher Muesli,Bircher Muesli,0,0
8818,Birdy's Paneer Tikka Croissant,Paneer Tikka Croissant,0,0
9088,Birdy's Blueberry Cheese Cake,Blueberry Cheese Cake,0,0
8820,Birdy's Chicken Keema Puff,Chicken Keema Puff,0,0
8842,Birdy's Chocolate Doughnut,Chocolate Doughnut,0,0
8836,Birdy's GARLIC BREAD,Garlic Bread,0,0
8844,Birdy's Nuttella Doughnut,Nuttella Doughnut,0,0
8837,Birdy's PULL A PART BREAD,Pull Apart Bread,0,0
8839,Birdy's Spinach Lavash,Spinach Lavash,0,0
8843,Birdy's Sugar dust Doughnut,Sugar Dust Doughnut,0,0
8819,Birdy's Veg Kolhapuri puff,Veg Kolhapuri Puff,0,0
8834,Birdy's chicken JUNGLI sandwich,Birdy's Chicken Jungli Sandwich,0,0
8821,Birdy's chicken tikka croissant,Chicken Tikka Croissant,0,0
8835,Birdy's chicken tikka mini roll,Chicken Tikka Mini Roll,0,0
8833,Birdy's paneer tikka MINI roll,Paneer Tikka Mini Roll,0,0
8832,Birdy's veg jungli sandwich,Veg Jungli Sandwich,0,0
5893,Biriyani Zone Special Chicken Curry,Biriyani Zone Special Chicken Curry,0,0
4433,Biryani Rice - Non Veg,Biryani | Rice,0,0
10203,Biscoff Cheese Pastry (Eggless),Biscoff Cheese Pastry,0,0
4425,Bisi Bele Bath,Bisi Bele Bath,0,0
3231,Bisibelle Bhath,Bisi Bele Bath,0,0
3584,Black Chana Chaat,Black Chana Chaat,0,0
7116,Black Channa Rice,Black Channa | Rice,0,0
7117,Black Channa Sundal,Black Channa Sundal,0,0
7118,Black Channa Vada,Black Channa Vada,0,0
6850,Black Currant Kulfi,Black Currant Kulfi,0,0
6946,Black Currant Lassi,Black Currant Lassi,0,0
3270,Black Currant Milkshake,Black Currant Milkshake,0,0
4082,Black Forest Cake,Black Forest Cake,0,0
3394,Black Forest Pastry,Black Forest Pastry,0,0
4903,Black Mojito,Black Mojito,0,0
5005,Black Olive Salad,Black Olive Salad,0,0
3445,Black Tea,Black Tea,0,0
3443,Black coffee,Black Coffee,0,0
6839,Blackcurrant Lassi,Blackcurrant Lassi,0,0
10245,Blackcurrant Milkshake,Blackcurrant Milkshake,0,0
6827,Blackcurrant Mojito,Blackcurrant Mojito,0,0
6821,Blackcurrant Smoothie,Blackcurrant Smoothie,0,0
5338,Blueberry Doughnut,Blueberry Doughnut,0,0
6885,Blueberry Ice Tea,Blueberry Ice Tea,0,0
10246,Blueberry Milkshake,Blueberry Milkshake,0,0
6826,Blueberry Mojito,Blueberry Mojito,0,0
4167,Blueberry Pastry,Blueberry Pastry,0,0
6820,Blueberry Smoothie,Blueberry Smoothie,0,0
7054,Blueberry Waffle - Waffles without ice cream,Blueberry Waffle,0,0
9352,Boiled Banana,Boiled Banana,0,0
6308,Boiled Cassava,Boiled Cassava,0,0
3429,Boiled Egg,Boiled Egg,0,0
777,Boiled Egg (1 pc),Boiled Egg,0,0
6357,Boiled Egg - pcs,Boiled Egg,0,0
8963,Boiled Egg And Grees Salad,Boiled Egg | Greens Salad,0,0
6310,Boiled Makka Cholam Half,Makka Cholam,0,0
4355,Boiled Peanut,Boiled Peanut,0,0
6312,Boiled Peanut Sundal,Boiled Peanut Sundal,0,0
6299,Boli,Boli,0,0
6236,Bombay Chicken Biryani,Bombay Chicken Biryani,0,0
7283,Bombay Mixture,Bombay Mixture,0,0
4231,Bombay Samosa,Bombay Samosa,0,0
6237,Bombay Veg Biryani,Bombay Veg Biryani,0,0
3716,Bonda,Bonda,0,0
3588,Bonda Chaat,Bonda Chaat,0,0
3513,Bonda Soup,Bonda Soup,0,0
4914,Boondi Phirni Bowl,Boondi Phirni,0,0
7497,Borishali Chicken Thali,Borishali Chicken Thali,0,0
7285,Boti Masala,Boti Masala,0,0
10247,Bottle Gourd Bajji,Bottle Gourd Bajji,0,0
7250,Bottle Gourd Kheer,Bottle Gourd Kheer,0,0
5874,Bread,Bread,0,0
828,Bread Bajji,Bread Bajji,0,0
6585,Bread Bajji - 2 Pcs,Bread Bajji,0,0
5339,Bread Better Jam,Bread Better Jam,0,0
5340,Bread Butter,Bread Butter,0,0
5341,Bread Butter Jam Toast,Bread Better Jam Toast,0,0
5342,Bread Butter Toast,Bread Butter Toast,0,0
7542,Bread Chana,Bread Channa,0,0
7288,Bread Chat,Bread Chat,0,0
4213,Bread Fry,Bread Fry,0,0
5343,Bread Jam,Bread Jam,0,0
7471,Bread Masala Dosa,Bread Masala Dosa,0,0
6730,Bread Omelette,Bread Omelette,0,0
3625,Bread Pakoda,Bread Pakoda,0,0
993,Bread Pakora,Bread Pakora,0,0
3441,Bread Roll,Bread Roll,0,0
7286,Bread Upma,Bread Upma,0,0
10404,Bread pudding,Bread Pudding,0,0
6588,Brinjal Bajji - 2 Pcs,Brinjal Bajji,0,0
10221,Brioche (Eggless),Brioche,0,0
7290,Broccoli Soup,Broccoli Soup,0,0
7291,Broken Wheat Poha,Broken Wheat Poha,0,0
3209,Brown Garlic Tomato rice,Brown Garlic Tomato Rice,0,0
3215,Brown onion Pulao,Brown Onion Pulao,0,0
3407,Brownie,Brownie,0,0
5963,Brownie Fantasy,Brownie Fantasy,0,0
3281,Brownie Shake,Brownie Shake,0,0
6865,Brownie Sundae,Brownie Sundae,0,0
7292,Bubble Tea,Bubble Tea,0,0
7548,Bubble gum mojito,Bubble Gum Mojito,0,0
5996,Bubblegum Velvet Waffles,Bubblegum Velvet Waffles,0,0
4617,Bulls Eye,Bulls Eye,0,0
6883,Bun Butter Gulkand,Bun Butter Gulkand,0,0
5851,Bun Butter Jam,Bun Butter Jam,0,0
7293,Bun Masala,Bun Masala,0,0
4430,Bun Maska,Bun Maska,0,0
8215,Bun Omelette,Bun Omelette,0,0
4586,Buritto Veg,Buritto Veg,0,0
4577,Burmese Khaosuey Chicken,Khaosuey | Chicken,0,0
4580,Burmese Khaosuey With Vegetables,Khao Suey With Vegetables,0,0
4573,Burnt Garlic Fried Rice with Vegetable Satay,Burnt Garlic Fried Rice | Vegetable Satay,0,0
6484,Burnt Garlic Rice,Burnt Garlic Rice,0,0
3191,Butter,Butter,0,0
6776,Butter Chicken Biryani,Butter Chicken Biryani,0,0
6775,Butter Chicken Biryani,Butter Chicken Biryani,0,0
4649,Butter Chicken Masala,Butter Chicken Masala,0,0
3703,Butter Croissant,Butter Croissant,0,0
6165,Butter Dosa,Butter Dosa,0,0
5891,Butter Kulcha,Butter Kulcha,0,0
6180,Butter Masala Dosa,Butter Masala Dosa,0,0
10526,Butter Milk Non Mrp,Butter Milk,0,0
5345,Butter Naan,Butter Naan,0,0
6601,Butter Naan - 1 Pc,Butter Naan,0,0
6510,Butter Non,Butter Non,0,0
6085,Butter Paneer,Butter Paneer,0,0
6181,Butter Plain Dosa,Butter Plain Dosa,0,0
4737,Butter Roast Dosa,Butter Roast Dosa,0,0
5890,Butter Roti,Butter Roti,0,0
6603,Butter Roti - 1 Pc,Butter Roti,0,0
7052,Butter Scotch Chocolate Waffle - Waffles without ice cream,Butter Scotch Chocolate Waffle,0,0
3255,Butter Scotch MilkShake,Butter Scotch Milkshake,0,0
3396,Butter Scotch Pastry,Butter Scotch Pastry,0,0
6507,Butter Tandoori Paratha - 1 Pc,Butter Tandoori Paratha,0,0
5346,Butter Tandoori Roti,Butter Tandoori Roti,0,0
6716,Butter naan Paneer Butter Masala,Butter Naan | Paneer Butter Masala,0,0
6718,Butter naan/ Roti Butter Chicken Masala,Butter Naan | Roti | Butter Chicken Masala,0,0
3314,Buttermilk,Buttermilk,0,0
6861,Butterscotch Ice Cream,Butterscotch Ice Cream,0,0
6841,Butterscotch Lassi,Butterscotch Lassi,0,0
8875,Butterscotch Smoothie,Butterscotch Smoothie,0,0
5991,Butterscotch Waffles,Butterscotch Waffles,0,0
5347,Butterscoth Muffin,Butterscotch Muffin,0,0
5944,CHI Stew with Bread,Stew | Bread,0,0
3630,Cabbage Bhajji,Cabbage Bhajji,0,0
3628,Cabbage Onion Bhajji,Cabbage | Onion Bhajji,0,0
7294,Cabbage Onion Pakoda,Cabbage | Onion Pakoda,0,0
6993,Cafe Frappe,Cafe Frappe,0,0
4880,Cake,Cake,0,0
3420,Cake Crumble Pie,Cake Crumble Pie,0,0
58,Cake Fudge it -15,Cake Fudge,0,0
9010,Cakewala Chilli Panner Comb 90 gms,Chilli Paneer,0,0
9011,Cakewala Concus Pizza 30 gms,Pizza,0,0
4646,Calicut Chicken Curry,Calicut Chicken Curry,0,0
6072,Calicut Chicken Roast,Calicut Chicken Roast,0,0
6305,Candy Chicken,Candy Chicken,0,0
8881,Cane Juice With Ginger,Cane Juice,0,0
7296,Capsicum Bajji,Capsicum Bajji,0,0
6983,Capsicum Bhaji,Capsicum Bhaji,0,0
5348,Capsicum Cheese Sandwich,Capsicum Cheese Sandwich,0,0
6556,Capsicum Masala Dosa,Capsicum Masala Dosa,0,0
7297,Capsicum Pulao,Capsicum Pulao,0,0
3202,Capsicum Rice,Capsicum Rice,0,0
7491,Capsicum Rice Bath,Capsicum Rice Bath,0,0
5349,Caramel Brownie,Caramel Brownie,0,0
7300,Carrot Ginger Soup,Carrot | Ginger Soup,0,0
3422,Carrot Cake,Carrot Cake,0,0
7301,Carrot Cherry Cake,Carrot Cherry Cake,0,0
7298,Carrot Corn Pulao,Carrot Corn Pulao,0,0
5932,Carrot Dosa,Carrot Dosa,0,0
7439,Carrot Halwa,Carrot Halwa,0,0
7299,Carrot Idli,Carrot Idli,0,0
3283,Carrot Juice,Carrot Juice,0,0
7302,Carrot Paratha,Carrot Paratha,0,0
907,Carrot Rice,Carrot Rice,0,0
7303,Carrot Rice,Carrot Rice,0,0
6572,Carrot Rice With Papad Poriyal,Carrot Rice | Papad | Poriyal,0,0
7304,Carrot Soup,Carrot Soup,0,0
6171,Carrot Utthappam,Carrot Utthappam,0,0
3292,Carrot and Beetroot Juice,Carrot | Beetroot Juice,0,0
8565,Cashew Paneer Curry,Cashew Paneer Curry,0,0
7470,Cauliflower Masala Dosa,Cauliflower Masala Dosa,0,0
3656,Cereals with milk,Cereals | Milk,0,0
4566,Chai Chai,Chai,0,0
9959,Cham-Cham,Cham-Cham,0,0
3585,Chana Chaat,Chana Chaat,0,0
7537,Chana Masala,Chana Masala,0,0
5779,Chanar Jelabi,Chanar Jelabi,0,0
7496,Chanar Kalia Thali,Chanar Kalia Thali,0,0
4420,Chandrakala,Chandrakala,0,0
4782,Channa,Channa,0,0
5945,Channa Bhatura,Channa | Bhatura,0,0
809,Channa Masala,Channa Masala,0,0
6555,Channa Masala Dosa,Channa Masala Dosa,0,0
5925,Chapathi,Chapathi,0,0
6609,Chapathi ( 2Pc) With Masala Kurma Raitha,Chapathi | Masala Kurma Raitha,0,0
6608,Chapathi (2 Pc) With Kurma,Chapathi | Kurma,0,0
4700,Chapathi 3pcs with Mix Veg Kuruma,Chapathi | Mix Veg Kuruma,0,0
6503,Chapathi Chicken Curry,Chapathi | Chicken Curry,0,0
8879,Chapathi Extra,Chapathi,0,0
5939,Chapathi With Egg Bhurji,Chapathi | Egg Bhurji,0,0
5975,Chapathi with Paneer Butter Masala,Chapathi | Paneer Butter Masala,0,0
4214,Chapati,Chapati,0,0
760,Chapati 3 Egg curry,Chapati | Egg Curry,0,0
6504,Chapati Egg Curry,Chapati | Egg Curry,0,0
6286,Chapati with Desi Butter Chicken,Chapati | Desi Butter Chicken,0,0
6290,Chapati with Veg Stew,Chapati | Veg Stew,0,0
3695,Char grilled Lemon Chicken,Char Grilled Lemon Chicken,0,0
10309,Chatpata Aloo Paratha,Chatpata Aloo Paratha,0,0
4228,Chatti Pathiri,Chatti Pathiri,0,0
5350,Cheela,Cheela,0,0
3188,Cheese,Cheese,0,0
4380,Cheese Bread Omelette,Cheese Bread Omelette,0,0
5903,Cheese Chicken Meatball,Cheese Chicken Meatball,0,0
6899,Cheese Chicken Momos,Cheese Chicken Momos,0,0
6153,Cheese Dosa,Cheese Dosa,0,0
5351,Cheese Maggi,Cheese Maggi,0,0
6154,Cheese Masala Dosa,Cheese Masala Dosa,0,0
6917,Cheese Masala Omelette,Cheese Masala Omelette,0,0
4384,Cheese Omelette,Cheese Omelette,0,0
5352,Cheese Omelette with Bread,Cheese Omelette | Bread,0,0
6146,Cheese Onion Dosa,Cheese Onion Dosa,0,0
10413,Cheese Onion Paratha,Cheese Onion Paratha,0,0
5353,Cheese Paratha,Cheese Paratha,0,0
6951,Cheese Pasta,Cheese Pasta,0,0
3704,Cheese croissant,Cheese Croissant,0,0
5860,Cheesy Fries,Cheesy Fries,0,0
5902,Cheesy Paneer Tikka Wrap,Cheesy Paneer Tikka Wrap,0,0
3362,Chena Angoor,Chena Angoor,0,0
3382,Chena Payesh,Chena Payesh,0,0
3383,Chena Roll,Chena Roll,0,0
6777,Chennai Style Biryani,Chennai Style Biryani,0,0
5354,Chettinad Chicken Dry,Chettinad Chicken Dry,0,0
6702,Chettinad Pepper Chicken Meals,Chettinad Pepper Chicken Meals,0,0
6769,Chettinad chilly Chicken dry,Chettinad Chilly Chicken,0,0
737,Chettinadu Masala Dosa,Chettinadu Masala Dosa,0,0
10262,Chia Oats Pudding,Chia Oats Pudding,0,0
6912,Chicken Chopsuey,Chicken Chopsuey,0,0
6756,Chicken paratha,Chicken Paratha,0,0
6521,Chicken Egg Biryani,Chicken | Egg Biryani,0,0
6978,Chicken Egg roll,Chicken | Egg Roll,0,0
8543,Chicken 555,Chicken 555,0,0
8528,Chicken 555 Biryani,Chicken 555 Biryani,0,0
4639,Chicken 65,Chicken 65,0,0
814,Chicken 65,Chicken 65,0,0
6424,Chicken 65 - 100 Gms,Chicken 65,0,0
4708,Chicken 65 Biryani,Chicken 65 Biryani,0,0
5355,Chicken 65 Kebab,Chicken 65 Kebab,0,0
6770,Chicken 90,Chicken,0,0
3635,Chicken Bhajji,Chicken Bhajji,0,0
6383,Chicken Bharta,Chicken Bharta,0,0
691,Chicken Biriyani,Chicken Biriyani,0,0
758,Chicken Biriyani with Egg,Chicken Biriyani | Egg,0,0
10417,Chicken Biriyani with One Egg,Chicken Biriyani | Egg,0,0
3233,Chicken Biryani,Chicken Biryani,0,0
5094,Chicken Biryani Boneless,Chicken Biryani,0,0
4632,Chicken Biryani - Full,Chicken Biryani,0,0
4633,Chicken Biryani - Half,Chicken Biryani,0,0
6354,Chicken Biryani - With Boiled Egg,Chicken Biryani | Boiled Egg,0,0
6355,Chicken Biryani - Without Boiled Egg,Chicken Biryani,0,0
6095,Chicken Biryani Boneless,Chicken Biryani,0,0
742,Chicken Biryani old,Chicken Biryani,0,0
6636,Chicken BiryaniChicken 65Curd Rice,Chicken Biryani | Chicken 65 | Curd Rice,0,0
8074,Chicken Bonda 2 pcs,Chicken Bonda,0,0
6999,Chicken Bun,Chicken Bun,0,0
3598,Chicken Burger,Chicken Burger,0,0
4399,Chicken Burger Chicken Nuggets,Chicken Burger | Chicken Nuggets,0,0
5885,Chicken Burger(Large) French Fries Lemony Orange Soda,Chicken Burger | French Fries | Lemony Orange Soda,0,0
5309,Chicken Burnt Garlic Fried Rice,Chicken Burnt Garlic Fried Rice,0,0
9960,Chicken Calzone,Chicken Calzone,0,0
6385,Chicken Chaap,Chicken Chaap,0,0
6082,Chicken Chap,Chicken Chap,0,0
6739,Chicken Cheese Balls,Chicken Cheese Balls,0,0
5356,Chicken Chettinad,Chicken Chettinad,0,0
808,Chicken Chettinad,Chicken Chettinad,0,0
6300,Chicken Chettinad Biryani,Chicken Chettinad Biryani,0,0
4589,Chicken Chilli Dog,Chicken Chilli Dog,0,0
5357,Chicken Chilli Garlic Noodels,Chicken Chilli Garlic Noodles,0,0
9823,Chicken Chilly,Chicken Chilly,0,0
4626,Chicken Coconut Fry,Chicken Coconut Fry,0,0
9827,Chicken Crispy,Chicken Crispy,0,0
5360,Chicken Curry,Chicken Curry,0,0
6394,Chicken Curry RotiRice,Chicken Curry | Roti | Rice,0,0
6374,Chicken Curry with Paratha,Chicken Curry | Paratha,0,0
6373,Chicken Curry with Rice,Chicken Curry | Rice,0,0
6541,Chicken Cutlet,Chicken Cutlet,0,0
10536,Chicken Dinner,Chicken Dinner,0,0
7305,Chicken Donne Biryani,Chicken Donne Biryani,0,0
6147,Chicken Dosa,Chicken Dosa,0,0
6304,Chicken Drumsticks,Chicken Drumsticks,0,0
8531,Chicken Drumsticks Biryani,Chicken Drumsticks Biryani,0,0
